,Giorno,T Media,T min,T max,Precip.,Umidità,Vento Max,Raffica,Fenomeni,Info,mese,anno,citta
2213,20,-,-,-,-,-,-,-,,n/d,Giugno,2020,Itri
2214,21,-,-,-,-,-,-,-,,n/d,Giugno,2020,Itri
2215,22,21 °C,13 °C,26 °C,-,73 %,11 km/h,-,Nessuno,,Giugno,2020,Itri
2216,23,26 °C,18 °C,30 °C,-,54 %,9 km/h,-,Nessuno,,Giugno,2020,Itri
2217,24,25 °C,17 °C,29 °C,-,58 %,18 km/h,-,Nessuno,,Giugno,2020,Itri
2218,25,25 °C,18 °C,29 °C,-,65 %,18 km/h,-,Nessuno,,Giugno,2020,Itri
2219,26,26 °C,19 °C,30 °C,-,63 %,18 km/h,-,Nessuno,,Giugno,2020,Itri
2220,27,-,-,-,-,-,-,-,,n/d,Giugno,2020,Itri
2221,28,-,-,-,-,-,-,-,,n/d,Giugno,2020,Itri
2222,29,27 °C,19 °C,31 °C,-,61 %,24 km/h,-,Nessuno,,Giugno,2020,Itri
2223,1,21 °C,15 °C,27 °C,-,71 %,11 km/h,-,,,Settembre,2020,Itri
2224,2,23 °C,15 °C,27 °C,-,65 %,11 km/h,-,Nessuno,,Settembre,2020,Itri
2225,3,25 °C,18 °C,30 °C,-,59 %,18 km/h,-,Nessuno,,Settembre,2020,Itri
2226,4,25 °C,17 °C,31 °C,-,58 %,18 km/h,-,Nessuno,,Settembre,2020,Itri
2227,5,-,-,-,-,-,-,-,,n/d,Settembre,2020,Itri
2228,6,-,-,-,-,-,-,-,,n/d,Settembre,2020,Itri
2229,7,25 °C,17 °C,31 °C,-,61 %,11 km/h,-,Nessuno,,Settembre,2020,Itri
2230,8,27 °C,19 °C,33 °C,-,57 %,13 km/h,-,Nessuno,,Settembre,2020,Itri
2231,9,28 °C,20 °C,33 °C,-,60 %,11 km/h,-,Nessuno,,Settembre,2020,Itri
2232,10,28 °C,19 °C,34 °C,n/d,60 %,15 km/h,-,,,Settembre,2020,Itri
2233,11,27 °C,18 °C,32 °C,-,63 %,18 km/h,-,Nessuno,,Settembre,2020,Itri
2234,12,-,-,-,-,-,-,-,,n/d,Settembre,2020,Itri
2235,13,-,-,-,-,-,-,-,,n/d,Settembre,2020,Itri
2236,14,28 °C,19 °C,34 °C,-,52 %,18 km/h,-,Nessuno,,Settembre,2020,Itri
2237,15,27 °C,18 °C,33 °C,n/d,61 %,18 km/h,-,,,Settembre,2020,Itri
2238,16,26 °C,17 °C,32 °C,-,59 %,13 km/h,-,Nessuno,,Settembre,2020,Itri
2239,17,26 °C,17 °C,32 °C,n/d,55 %,18 km/h,-,,,Settembre,2020,Itri
2240,18,26 °C,16 °C,32 °C,-,60 %,15 km/h,-,Nessuno,,Settembre,2020,Itri
2241,19,-,-,-,-,-,-,-,,n/d,Settembre,2020,Itri
2242,20,-,-,-,-,-,-,-,,n/d,Settembre,2020,Itri
2243,21,23 °C,20 °C,27 °C,n/d,81 %,15 km/h,-,,,Settembre,2020,Itri
2244,22,22 °C,17 °C,27 °C,n/d,79 %,15 km/h,-,,,Settembre,2020,Itri
2245,23,20 °C,16 °C,23 °C,n/d,88 %,9 km/h,-,,,Settembre,2020,Itri
2246,24,22 °C,16 °C,26 °C,-,79 %,21 km/h,-,,,Settembre,2020,Itri
2247,25,22 °C,20 °C,24 °C,n/d,83 %,18 km/h,-,,,Settembre,2020,Itri
2248,26,-,-,-,-,-,-,-,,n/d,Settembre,2020,Itri
2249,27,-,-,-,-,-,-,-,,n/d,Settembre,2020,Itri
2250,28,14 °C,11 °C,16 °C,n/d,94 %,18 km/h,-,,,Settembre,2020,Itri
2251,29,15 °C,8 °C,21 °C,-,71 %,18 km/h,-,,,Settembre,2020,Itri
2252,1,-,-,-,-,-,-,-,,n/d,Maggio,2020,Itri
2253,2,-,-,-,-,-,-,-,,n/d,Maggio,2020,Itri
2254,3,-,-,-,-,-,-,-,,n/d,Maggio,2020,Itri
2255,4,19 °C,11 °C,24 °C,-,54 %,13 km/h,-,Nessuno,,Maggio,2020,Itri
2256,5,19 °C,10 °C,24 °C,-,59 %,15 km/h,-,Nessuno,,Maggio,2020,Itri
2257,6,20 °C,14 °C,25 °C,-,66 %,21 km/h,-,Nessuno,,Maggio,2020,Itri
2258,7,20 °C,13 °C,24 °C,-,51 %,24 km/h,-,Nessuno,,Maggio,2020,Itri
2259,8,19 °C,9 °C,24 °C,-,61 %,22 km/h,-,Nessuno,,Maggio,2020,Itri
2260,9,-,-,-,-,-,-,-,,n/d,Maggio,2020,Itri
2261,10,-,-,-,-,-,-,-,,n/d,Maggio,2020,Itri
2262,11,19 °C,12 °C,24 °C,n/d,69 %,15 km/h,-,,,Maggio,2020,Itri
2263,12,19 °C,10 °C,23 °C,-,69 %,17 km/h,-,Nessuno,,Maggio,2020,Itri
2264,13,22 °C,13 °C,28 °C,-,56 %,24 km/h,-,Nessuno,,Maggio,2020,Itri
2265,14,23 °C,16 °C,27 °C,-,62 %,18 km/h,-,Nessuno,,Maggio,2020,Itri
2266,15,23 °C,17 °C,26 °C,-,53 %,18 km/h,-,Nessuno,,Maggio,2020,Itri
2267,16,-,-,-,-,-,-,-,,n/d,Maggio,2020,Itri
2268,17,-,-,-,-,-,-,-,,n/d,Maggio,2020,Itri
2269,18,24 °C,18 °C,29 °C,-,60 %,24 km/h,-,Nessuno,,Maggio,2020,Itri
2270,19,22 °C,17 °C,25 °C,-,68 %,21 km/h,-,Nessuno,,Maggio,2020,Itri
2271,20,18 °C,15 °C,23 °C,n/d,81 %,15 km/h,-,,,Maggio,2020,Itri
2272,21,21 °C,14 °C,25 °C,-,61 %,18 km/h,-,Nessuno,,Maggio,2020,Itri
2273,22,22 °C,13 °C,26 °C,-,53 %,18 km/h,-,Nessuno,,Maggio,2020,Itri
2274,23,-,-,-,-,-,-,-,,n/d,Maggio,2020,Itri
2275,24,-,-,-,-,-,-,-,,n/d,Maggio,2020,Itri
2276,25,22 °C,16 °C,26 °C,-,58 %,21 km/h,-,Nessuno,,Maggio,2020,Itri
2277,26,20 °C,13 °C,23 °C,-,52 %,18 km/h,-,Nessuno,,Maggio,2020,Itri
2278,27,20 °C,12 °C,24 °C,-,51 %,18 km/h,-,Nessuno,,Maggio,2020,Itri
2279,28,19 °C,12 °C,24 °C,-,53 %,18 km/h,-,Nessuno,,Maggio,2020,Itri
2280,1,21 °C,12 °C,26 °C,-,52 %,18 km/h,-,Nessuno,,Giugno,2021,Itri
2281,2,-,-,-,-,-,-,-,,n/d,Giugno,2021,Itri
2282,3,25 °C,17 °C,29 °C,-,47 %,18 km/h,-,Nessuno,,Giugno,2021,Itri
2283,4,25 °C,15 °C,29 °C,-,47 %,18 km/h,-,Nessuno,,Giugno,2021,Itri
2284,5,-,-,-,-,-,-,-,,n/d,Giugno,2021,Itri
2285,6,-,-,-,-,-,-,-,,n/d,Giugno,2021,Itri
2286,7,22 °C,16 °C,26 °C,n/d,79 %,30 km/h,-,,,Giugno,2021,Itri
2287,8,20 °C,17 °C,24 °C,n/d,84 %,18 km/h,-,,,Giugno,2021,Itri
2288,9,20 °C,16 °C,26 °C,n/d,77 %,31 km/h,-,,,Giugno,2021,Itri
2289,10,20 °C,13 °C,28 °C,n/d,74 %,28 km/h,-,,,Giugno,2021,Itri
2290,11,21 °C,14 °C,28 °C,n/d,69 %,18 km/h,-,,,Giugno,2021,Itri
2291,12,-,-,-,-,-,-,-,,n/d,Giugno,2021,Itri
2292,13,-,-,-,-,-,-,-,,n/d,Giugno,2021,Itri
2293,14,25 °C,19 °C,29 °C,n/d,73 %,18 km/h,-,,,Giugno,2021,Itri
2294,15,24 °C,18 °C,27 °C,-,72 %,18 km/h,-,,,Giugno,2021,Itri
2295,16,24 °C,17 °C,27 °C,-,70 %,18 km/h,-,Nessuno,,Giugno,2021,Itri
2296,17,25 °C,17 °C,29 °C,n/d,74 %,18 km/h,-,,,Giugno,2021,Itri
2297,18,26 °C,19 °C,29 °C,-,68 %,18 km/h,-,Nessuno,,Giugno,2021,Itri
2298,19,-,-,-,-,-,-,-,,n/d,Giugno,2021,Itri
2299,20,-,-,-,-,-,-,-,,n/d,Giugno,2021,Itri
2300,21,28 °C,21 °C,32 °C,-,60 %,13 km/h,-,Nessuno,,Giugno,2021,Itri
2301,22,29 °C,21 °C,33 °C,-,58 %,13 km/h,-,Nessuno,,Giugno,2021,Itri
2302,23,29 °C,21 °C,34 °C,-,60 %,22 km/h,-,Nessuno,,Giugno,2021,Itri
2303,24,28 °C,21 °C,31 °C,n/d,67 %,11 km/h,-,,,Giugno,2021,Itri
2304,25,26 °C,22 °C,31 °C,n/d,73 %,17 km/h,-,,,Giugno,2021,Itri
2305,26,-,-,-,-,-,-,-,,n/d,Giugno,2021,Itri
2306,27,-,-,-,-,-,-,-,,n/d,Giugno,2021,Itri
2307,28,30 °C,20 °C,34 °C,-,48 %,18 km/h,-,Nessuno,,Giugno,2021,Itri
2308,29,29 °C,22 °C,32 °C,-,60 %,22 km/h,-,Nessuno,,Giugno,2021,Itri
2309,1,26 °C,17 °C,30 °C,-,58 %,21 km/h,-,Nessuno,,Settembre,2021,Itri
2310,2,26 °C,17 °C,31 °C,-,56 %,18 km/h,-,Nessuno,,Settembre,2021,Itri
2311,3,26 °C,21 °C,30 °C,-,62 %,9 km/h,-,Nessuno,,Settembre,2021,Itri
2312,4,-,-,-,-,-,-,-,,n/d,Settembre,2021,Itri
2313,5,-,-,-,-,-,-,-,,n/d,Settembre,2021,Itri
2314,6,24 °C,16 °C,31 °C,n/d,65 %,18 km/h,-,,,Settembre,2021,Itri
2315,7,24 °C,17 °C,30 °C,-,61 %,18 km/h,-,Nessuno,,Settembre,2021,Itri
2316,8,23 °C,18 °C,29 °C,n/d,63 %,30 km/h,-,,,Settembre,2021,Itri
2317,9,25 °C,15 °C,29 °C,-,55 %,18 km/h,-,Nessuno,,Settembre,2021,Itri
2318,10,25 °C,17 °C,29 °C,-,52 %,13 km/h,-,Nessuno,,Settembre,2021,Itri
2319,11,-,-,-,-,-,-,-,,n/d,Settembre,2021,Itri
2320,12,-,-,-,-,-,-,-,,n/d,Settembre,2021,Itri
2321,13,24 °C,16 °C,31 °C,-,65 %,15 km/h,-,Nessuno,,Settembre,2021,Itri
2322,14,26 °C,16 °C,31 °C,-,58 %,15 km/h,-,Nessuno,,Settembre,2021,Itri
2323,15,24 °C,16 °C,29 °C,-,64 %,11 km/h,-,Nessuno,,Settembre,2021,Itri
2324,16,26 °C,19 °C,30 °C,-,64 %,13 km/h,-,Nessuno,,Settembre,2021,Itri
2325,17,23 °C,21 °C,26 °C,n/d,87 %,13 km/h,-,,,Settembre,2021,Itri
2326,18,-,-,-,-,-,-,-,,n/d,Settembre,2021,Itri
2327,19,-,-,-,-,-,-,-,,n/d,Settembre,2021,Itri
2328,20,25 °C,22 °C,28 °C,-,58 %,21 km/h,-,Nessuno,,Settembre,2021,Itri
2329,21,23 °C,14 °C,26 °C,-,64 %,15 km/h,-,Nessuno,,Settembre,2021,Itri
2330,22,24 °C,16 °C,28 °C,-,65 %,18 km/h,-,Nessuno,,Settembre,2021,Itri
2331,23,24 °C,21 °C,27 °C,-,52 %,18 km/h,-,Nessuno,,Settembre,2021,Itri
2332,24,24 °C,15 °C,28 °C,-,59 %,15 km/h,-,Nessuno,,Settembre,2021,Itri
2333,25,-,-,-,-,-,-,-,,n/d,Settembre,2021,Itri
2334,26,-,-,-,-,-,-,-,,n/d,Settembre,2021,Itri
2335,27,24 °C,20 °C,28 °C,-,76 %,11 km/h,-,Nessuno,,Settembre,2021,Itri
2336,28,25 °C,21 °C,29 °C,n/d,71 %,13 km/h,-,,,Settembre,2021,Itri
2337,29,24 °C,19 °C,28 °C,n/d,70 %,9 km/h,-,,,Settembre,2021,Itri
2338,1,-,-,-,-,-,-,-,,n/d,Maggio,2021,Itri
2339,2,-,-,-,-,-,-,-,,n/d,Maggio,2021,Itri
2340,3,15 °C,6 °C,20 °C,-,65 %,9 km/h,-,Nessuno,,Maggio,2021,Itri
2341,4,14 °C,6 °C,19 °C,n/d,65 %,9 km/h,-,,,Maggio,2021,Itri
2342,5,16 °C,11 °C,21 °C,-,69 %,8 km/h,-,Nessuno,,Maggio,2021,Itri
2343,6,17 °C,9 °C,21 °C,-,65 %,24 km/h,-,Nessuno,,Maggio,2021,Itri
2344,7,18 °C,9 °C,21 °C,-,65 %,22 km/h,-,Nessuno,,Maggio,2021,Itri
2345,8,-,-,-,-,-,-,-,,n/d,Maggio,2021,Itri
2346,9,-,-,-,-,-,-,-,,n/d,Maggio,2021,Itri
2347,10,20 °C,10 °C,25 °C,-,56 %,22 km/h,-,Nessuno,,Maggio,2021,Itri
2348,11,20 °C,12 °C,25 °C,n/d,66 %,28 km/h,-,,,Maggio,2021,Itri
2349,12,19 °C,14 °C,21 °C,-,64 %,22 km/h,-,Nessuno,,Maggio,2021,Itri
2350,13,17 °C,12 °C,19 °C,-,65 %,28 km/h,-,Nessuno,,Maggio,2021,Itri
2351,14,15 °C,10 °C,18 °C,-,61 %,21 km/h,-,Nessuno,,Maggio,2021,Itri
2352,15,-,-,-,-,-,-,-,,n/d,Maggio,2021,Itri
2353,16,-,-,-,-,-,-,-,,n/d,Maggio,2021,Itri
2354,17,18 °C,14 °C,22 °C,-,76 %,18 km/h,-,Nessuno,,Maggio,2021,Itri
2355,18,16 °C,10 °C,20 °C,-,67 %,9 km/h,-,Nessuno,,Maggio,2021,Itri
2356,19,18 °C,13 °C,20 °C,n/d,72 %,26 km/h,-,,,Maggio,2021,Itri
2357,20,16 °C,10 °C,21 °C,n/d,62 %,24 km/h,-,,,Maggio,2021,Itri
2358,21,18 °C,8 °C,22 °C,-,55 %,22 km/h,-,Nessuno,,Maggio,2021,Itri
2359,22,-,-,-,-,-,-,-,,n/d,Maggio,2021,Itri
2360,23,-,-,-,-,-,-,-,,n/d,Maggio,2021,Itri
2361,24,23 °C,15 °C,29 °C,n/d,55 %,26 km/h,-,,,Maggio,2021,Itri
2362,25,21 °C,15 °C,24 °C,-,56 %,18 km/h,-,Nessuno,,Maggio,2021,Itri
2363,26,19 °C,14 °C,23 °C,-,67 %,18 km/h,-,Nessuno,,Maggio,2021,Itri
2364,27,20 °C,13 °C,25 °C,-,63 %,18 km/h,-,Nessuno,,Maggio,2021,Itri
2365,28,24 °C,14 °C,27 °C,-,49 %,18 km/h,-,Nessuno,,Maggio,2021,Itri
2366,29,-,-,-,-,-,-,-,,n/d,Maggio,2021,Itri
2367,30,-,-,-,-,-,-,-,,n/d,Maggio,2021,Itri
2368,1,27 °C,16 °C,32 °C,-,54 %,13 km/h,-,Nessuno,,Giugno,2022,Itri
2369,2,-,-,-,-,-,-,-,,n/d,Giugno,2022,Itri
2370,3,28 °C,18 °C,33 °C,-,53 %,21 km/h,-,Nessuno,,Giugno,2022,Itri
2371,4,-,-,-,-,-,-,-,,n/d,Giugno,2022,Itri
2372,5,-,-,-,-,-,-,-,,n/d,Giugno,2022,Itri
2373,6,29 °C,19 °C,34 °C,-,46 %,18 km/h,-,Nessuno,,Giugno,2022,Itri
2374,7,29 °C,19 °C,32 °C,-,47 %,18 km/h,-,Nessuno,,Giugno,2022,Itri
2375,8,26 °C,18 °C,30 °C,-,65 %,28 km/h,-,Nessuno,,Giugno,2022,Itri
2376,9,21 °C,19 °C,23 °C,n/d,76 %,22 km/h,-,,,Giugno,2022,Itri
2377,10,24 °C,18 °C,26 °C,-,51 %,33 km/h,-,Nessuno,,Giugno,2022,Itri
2378,11,-,-,-,-,-,-,-,,n/d,Giugno,2022,Itri
2379,12,-,-,-,-,-,-,-,,n/d,Giugno,2022,Itri
2380,13,27 °C,17 °C,31 °C,-,47 %,15 km/h,-,Nessuno,,Giugno,2022,Itri
2381,14,26 °C,18 °C,31 °C,n/d,53 %,28 km/h,-,,,Giugno,2022,Itri
2382,15,26 °C,18 °C,31 °C,n/d,65 %,26 km/h,-,,,Giugno,2022,Itri
2383,16,28 °C,19 °C,32 °C,-,52 %,22 km/h,-,Nessuno,,Giugno,2022,Itri
2384,17,26 °C,20 °C,33 °C,n/d,63 %,24 km/h,-,,,Giugno,2022,Itri
2385,18,-,-,-,-,-,-,-,,n/d,Giugno,2022,Itri
2386,19,-,-,-,-,-,-,-,,n/d,Giugno,2022,Itri
2387,20,-,-,-,-,-,-,-,,n/d,Giugno,2022,Itri
2388,21,28 °C,17 °C,32 °C,-,50 %,21 km/h,-,Nessuno,,Giugno,2022,Itri
2389,22,29 °C,19 °C,34 °C,-,47 %,17 km/h,-,Nessuno,,Giugno,2022,Itri
2390,23,27 °C,19 °C,31 °C,-,55 %,11 km/h,-,Nessuno,,Giugno,2022,Itri
2391,24,28 °C,20 °C,32 °C,-,61 %,22 km/h,-,Nessuno,,Giugno,2022,Itri
2392,25,-,-,-,-,-,-,-,,n/d,Giugno,2022,Itri
2393,26,-,-,-,-,-,-,-,,n/d,Giugno,2022,Itri
2394,27,32 °C,19 °C,38 °C,-,44 %,18 km/h,-,Nessuno,,Giugno,2022,Itri
2395,28,32 °C,21 °C,37 °C,-,41 %,18 km/h,-,Nessuno,,Giugno,2022,Itri
2396,29,29 °C,22 °C,33 °C,-,59 %,18 km/h,-,Nessuno,,Giugno,2022,Itri
2397,1,23 °C,20 °C,27 °C,n/d,77 %,22 km/h,-,,,Settembre,2022,Itri
2398,2,24 °C,15 °C,28 °C,-,65 %,18 km/h,-,Nessuno,,Settembre,2022,Itri
2399,3,-,-,-,-,-,-,-,,n/d,Settembre,2022,Itri
2400,4,-,-,-,-,-,-,-,,n/d,Settembre,2022,Itri
2401,5,26 °C,16 °C,30 °C,-,64 %,18 km/h,-,Nessuno,,Settembre,2022,Itri
2402,6,27 °C,17 °C,31 °C,-,64 %,18 km/h,-,Nessuno,,Settembre,2022,Itri
2403,7,30 °C,27 °C,31 °C,-,50 %,18 km/h,-,Nessuno,,Settembre,2022,Itri
2404,8,23 °C,20 °C,25 °C,n/d,81 %,24 km/h,-,,,Settembre,2022,Itri
2405,9,25 °C,20 °C,28 °C,-,74 %,24 km/h,-,Nessuno,,Settembre,2022,Itri
2406,10,-,-,-,-,-,-,-,,n/d,Settembre,2022,Itri
2407,11,-,-,-,-,-,-,-,,n/d,Settembre,2022,Itri
2408,12,27 °C,24 °C,29 °C,-,46 %,18 km/h,-,Nessuno,,Settembre,2022,Itri
2409,13,25 °C,18 °C,29 °C,-,54 %,21 km/h,-,Nessuno,,Settembre,2022,Itri
2410,14,26 °C,18 °C,29 °C,-,56 %,21 km/h,-,Nessuno,,Settembre,2022,Itri
2411,15,22 °C,20 °C,25 °C,n/d,82 %,15 km/h,-,,,Settembre,2022,Itri
2412,16,26 °C,21 °C,29 °C,n/d,63 %,18 km/h,-,,,Settembre,2022,Itri
2413,17,-,-,-,-,-,-,-,,n/d,Settembre,2022,Itri
2414,18,-,-,-,-,-,-,-,,n/d,Settembre,2022,Itri
2415,19,20 °C,9 °C,25 °C,-,64 %,21 km/h,-,Nessuno,,Settembre,2022,Itri
2416,20,21 °C,16 °C,25 °C,-,69 %,18 km/h,-,Nessuno,,Settembre,2022,Itri
2417,21,19 °C,13 °C,24 °C,-,62 %,11 km/h,-,Nessuno,,Settembre,2022,Itri
2418,22,19 °C,12 °C,24 °C,-,55 %,18 km/h,-,Nessuno,,Settembre,2022,Itri
2419,23,18 °C,10 °C,23 °C,-,60 %,18 km/h,-,Nessuno,,Settembre,2022,Itri
2420,24,-,-,-,-,-,-,-,,n/d,Settembre,2022,Itri
2421,25,-,-,-,-,-,-,-,,n/d,Settembre,2022,Itri
2422,26,16 °C,13 °C,18 °C,n/d,95 %,11 km/h,-,,,Settembre,2022,Itri
2423,27,17 °C,13 °C,22 °C,n/d,85 %,18 km/h,-,,,Settembre,2022,Itri
2424,28,18 °C,14 °C,21 °C,n/d,79 %,18 km/h,-,,,Settembre,2022,Itri
2425,29,17 °C,14 °C,21 °C,n/d,88 %,18 km/h,-,,,Settembre,2022,Itri
2426,1,-,-,-,-,-,-,-,,n/d,Maggio,2022,Itri
2427,2,16 °C,9 °C,22 °C,n/d,67 %,22 km/h,-,,,Maggio,2022,Itri
2428,3,18 °C,13 °C,21 °C,n/d,62 %,21 km/h,-,,,Maggio,2022,Itri
2429,4,17 °C,10 °C,21 °C,n/d,71 %,9 km/h,-,,,Maggio,2022,Itri
2430,5,16 °C,9 °C,20 °C,-,70 %,13 km/h,-,Nessuno,,Maggio,2022,Itri
2431,6,19 °C,16 °C,21 °C,n/d,66 %,28 km/h,-,,,Maggio,2022,Itri
2432,7,-,-,-,-,-,-,-,,n/d,Maggio,2022,Itri
2433,8,-,-,-,-,-,-,-,,n/d,Maggio,2022,Itri
2434,9,19 °C,11 °C,24 °C,n/d,66 %,15 km/h,-,,,Maggio,2022,Itri
2435,10,19 °C,11 °C,25 °C,n/d,65 %,13 km/h,-,,,Maggio,2022,Itri
2436,11,20 °C,11 °C,25 °C,n/d,64 %,18 km/h,-,,,Maggio,2022,Itri
2437,12,21 °C,12 °C,26 °C,-,67 %,15 km/h,-,Nessuno,,Maggio,2022,Itri
2438,13,21 °C,12 °C,27 °C,-,67 %,15 km/h,-,Nessuno,,Maggio,2022,Itri
2439,14,-,-,-,-,-,-,-,,n/d,Maggio,2022,Itri
2440,15,-,-,-,-,-,-,-,,n/d,Maggio,2022,Itri
2441,16,23 °C,13 °C,28 °C,-,59 %,18 km/h,-,Nessuno,,Maggio,2022,Itri
2442,17,23 °C,13 °C,28 °C,-,57 %,18 km/h,-,Nessuno,,Maggio,2022,Itri
2443,18,24 °C,14 °C,28 °C,-,56 %,18 km/h,-,Nessuno,,Maggio,2022,Itri
2444,19,23 °C,14 °C,28 °C,-,53 %,15 km/h,-,Nessuno,,Maggio,2022,Itri
2445,20,23 °C,13 °C,28 °C,-,53 %,15 km/h,-,Nessuno,,Maggio,2022,Itri
2446,21,-,-,-,-,-,-,-,,n/d,Maggio,2022,Itri
2447,22,-,-,-,-,-,-,-,,n/d,Maggio,2022,Itri
2448,23,25 °C,17 °C,29 °C,-,61 %,21 km/h,-,Nessuno,,Maggio,2022,Itri
2449,24,25 °C,15 °C,29 °C,-,50 %,21 km/h,-,Nessuno,,Maggio,2022,Itri
2450,25,25 °C,14 °C,29 °C,-,48 %,15 km/h,-,Nessuno,,Maggio,2022,Itri
2451,26,27 °C,17 °C,32 °C,-,45 %,15 km/h,-,Nessuno,,Maggio,2022,Itri
2452,27,28 °C,21 °C,32 °C,-,52 %,9 km/h,-,Nessuno,,Maggio,2022,Itri
2453,28,26 °C,19 °C,31 °C,n/d,57 %,18 km/h,-,,,Maggio,2022,Itri
2454,29,-,-,-,-,-,-,-,,n/d,Maggio,2022,Itri
2455,30,24 °C,16 °C,28 °C,-,58 %,24 km/h,-,Nessuno,,Maggio,2022,Itri
2456,1,13.4 °C,10 °C,16 °C,n/d,88 %,14.8 km/h,-,,,Giugno,1995,Formia
2457,2,15.3 °C,10 °C,19 °C,-,84 %,14.8 km/h,-,,,Giugno,1995,Formia
2458,3,17.5 °C,12 °C,22 °C,-,76 %,16.5 km/h,-,Nessuno,,Giugno,1995,Formia
2459,4,19.4 °C,11 °C,25 °C,-,65 %,14.8 km/h,-,Nessuno,,Giugno,1995,Formia
2460,5,19.4 °C,12 °C,25 °C,-,63 %,18.3 km/h,-,Nessuno,,Giugno,1995,Formia
2461,6,18.7 °C,12 °C,23 °C,-,63 %,22.2 km/h,-,Nessuno,,Giugno,1995,Formia
2462,7,14.5 °C,9 °C,22 °C,-,74 %,9.4 km/h,-,Nessuno,,Giugno,1995,Formia
2463,8,18.8 °C,14 °C,24 °C,-,79 %,9.4 km/h,-,Nessuno,,Giugno,1995,Formia
2464,9,18.1 °C,11 °C,25 °C,-,69 %,16.5 km/h,-,Nessuno,,Giugno,1995,Formia
2465,10,21.1 °C,13 °C,25 °C,-,58 %,24.1 km/h,-,Nessuno,,Giugno,1995,Formia
2466,11,20.3 °C,14 °C,23 °C,-,73 %,20.6 km/h,-,Nessuno,,Giugno,1995,Formia
2467,12,16.8 °C,13 °C,21 °C,n/d,79 %,18.3 km/h,-,,,Giugno,1995,Formia
2468,13,18.3 °C,14 °C,23 °C,-,70 %,20.6 km/h,-,Nessuno,,Giugno,1995,Formia
2469,14,18 °C,10 °C,24 °C,-,66 %,16.5 km/h,-,Nessuno,,Giugno,1995,Formia
2470,15,19.1 °C,11 °C,25 °C,-,61 %,14.8 km/h,-,Nessuno,,Giugno,1995,Formia
2471,16,19.9 °C,12 °C,27 °C,-,59 %,22.2 km/h,-,Nessuno,,Giugno,1995,Formia
2472,17,18.8 °C,12 °C,25 °C,-,64 %,18.3 km/h,-,Nessuno,,Giugno,1995,Formia
2473,18,20.2 °C,11 °C,28 °C,-,53 %,18.3 km/h,-,Nessuno,,Giugno,1995,Formia
2474,19,21.2 °C,14 °C,27 °C,-,57 %,18.3 km/h,-,Nessuno,,Giugno,1995,Formia
2475,20,22.2 °C,15 °C,28 °C,-,57 %,20.6 km/h,-,Nessuno,,Giugno,1995,Formia
2476,21,22.4 °C,15 °C,29 °C,-,53 %,18.3 km/h,-,Nessuno,,Giugno,1995,Formia
2477,22,17.5 °C,15 °C,24 °C,-,72 %,20.6 km/h,-,Nessuno,,Giugno,1995,Formia
2478,23,22.5 °C,16 °C,28 °C,n/d,68 %,25.9 km/h,-,,,Giugno,1995,Formia
2479,24,18.8 °C,12 °C,23 °C,-,64 %,29.4 km/h,-,Nessuno,,Giugno,1995,Formia
2480,25,18.7 °C,11 °C,25 °C,-,54 %,11.1 km/h,-,Nessuno,,Giugno,1995,Formia
2481,26,22.4 °C,12 °C,31 °C,-,47 %,14.8 km/h,-,Nessuno,,Giugno,1995,Formia
2482,27,25.2 °C,17 °C,33 °C,-,46 %,18.3 km/h,-,Nessuno,,Giugno,1995,Formia
2483,28,24.7 °C,19 °C,29 °C,-,53 %,18.3 km/h,-,Nessuno,,Giugno,1995,Formia
2484,29,20 °C,18 °C,24 °C,n/d,81 %,14.8 km/h,-,,,Giugno,1995,Formia
2485,1,17.1 °C,8 °C,22 °C,-,45 %,20.6 km/h,-,Nessuno,,Settembre,1995,Formia
2486,2,18.5 °C,11 °C,23 °C,-,58 %,14.8 km/h,-,Nessuno,,Settembre,1995,Formia
2487,3,18.8 °C,9 °C,26 °C,-,59 %,5.4 km/h,-,Nessuno,,Settembre,1995,Formia
2488,4,23 °C,17 °C,28 °C,n/d,63 %,18.3 km/h,-,,,Settembre,1995,Formia
2489,5,18.7 °C,16 °C,21 °C,n/d,85 %,18.3 km/h,-,,,Settembre,1995,Formia
2490,6,19.7 °C,15 °C,24 °C,-,70 %,16.5 km/h,-,Nessuno,,Settembre,1995,Formia
2491,7,20.2 °C,12 °C,25 °C,-,68 %,22.2 km/h,-,Nessuno,,Settembre,1995,Formia
2492,8,21.9 °C,17 °C,27 °C,n/d,75 %,27.8 km/h,-,,,Settembre,1995,Formia
2493,9,20.5 °C,13 °C,26 °C,-,69 %,18.3 km/h,-,Nessuno,,Settembre,1995,Formia
2494,10,21.7 °C,13 °C,27 °C,-,58 %,9.4 km/h,-,Nessuno,,Settembre,1995,Formia
2495,11,20.6 °C,13 °C,27 °C,-,65 %,11.1 km/h,-,Nessuno,,Settembre,1995,Formia
2496,12,20.4 °C,13 °C,27 °C,-,65 %,13 km/h,-,,,Settembre,1995,Formia
2497,13,20 °C,14 °C,22 °C,n/d,79 %,20.6 km/h,-,,,Settembre,1995,Formia
2498,14,16.6 °C,15 °C,20 °C,n/d,78 %,16.5 km/h,-,,,Settembre,1995,Formia
2499,15,18.9 °C,13 °C,23 °C,-,78 %,18.3 km/h,-,,,Settembre,1995,Formia
